['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmhw']
['m.0542n', 'medicine.disease.notable_people_with_this_condition', 'm.034rd']
['m.09889g', 'film.actor.film', 'm.0y9dwry']
['m.04yv_x3', 'military.military_command.military_conflict', 'm.06kd6y']
['m.01hl40t', 'music.album.genre', 'm.06j6l']
['m.03jgszc', 'music.album.genre', 'm.06by7']
['m.01_6pp5', 'location.postal_code.country', 'm.09c7w0']
['m.031t2d', 'film.film.starring', 'm.0ngxnpl']
['m.04yv_tf', 'military.military_command.military_conflict', 'm.0b364c']
['m.09889g', 'film.actor.film', 'm.0k0tp0']
['m.09889g', 'people.person.sibling_s', 'm.09kkmyf']
['m.04g4s8q', 'location.imports_exports_by_industry.industry', 'm.03qtf10']
['m.0247w9', 'military.military_conflict.commanders', 'm.04yvvkf']
['m.06308p', 'music.album.genre', 'm.06j6l']
['m.0y9dy_b', 'film.performance.film', 'm.027fwmt']
['m.09r3f', 'time.event.includes_event', 'm.06kd6y']
['m.07h0q2', 'time.event.included_in_event', 'm.0jnh']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6y3n']
['m.02fqwt', 'time.time_zone.locations_in_this_time_zone', 'm.021czc']
['m.059g4', 'location.location.time_zones', 'm.042g7t']
['m.0k0tp0', 'film.performance.film', 'm.027fwmt']
['m.0flw86', 'religion.religion.places_of_worship', 'm.0w7m2x9']
['m.0y9dwry', 'film.performance.film', 'm.0_cdzjp']
['m.059g4', 'location.location.time_zones', 'm.02lcqs']
['m.09889g', 'music.artist.album', 'm.02st0w']
['m.07nqmkv', 'location.postal_code.country', 'm.09c7w0']
['m.09c7w0', 'location.statistical_region.religions', 'm.03q1lwl']
['m.09c7w0', 'location.statistical_region.religions', 'm.03q1lvq']
['m.054c1', 'sports.drafted_athlete.drafted', 'm.02h7cgv']
['m.03dpqrm', 'location.postal_code.country', 'm.09c7w0']
['m.02st0w', 'music.album.genre', 'm.06j6l']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmj2']
['m.04g4sbn', 'location.imports_exports_by_industry.industry', 'm.09j2d']
['m.01hl4hb', 'music.album.genre', 'm.021_z5']
['m.034rd', 'military.military_commander.military_commands', 'm.04yykw2']
['m.07b_l', 'location.location.time_zones', 'm.02hczc']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6p6k']
['m.01_d4', 'location.citytown.postal_codes', 'm.0gs227r']
['m.01_6smy', 'location.postal_code.country', 'm.09c7w0']
['m.034rd', 'military.military_commander.military_commands', 'm.049yn2t']
['m.04fvgyq', 'military.military_command.military_conflict', 'm.02fmsl']
['m.014pd3', 'base.culturalevent.event.entity_involved', 'm.09c7w0']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6s_6']
['m.06w81qp', 'music.album.artist', 'm.09889g']
['m.04g4sbz', 'location.imports_exports_by_industry.industry', 'm.015smg']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.02rvwrv']
['m.07nqmk5', 'location.postal_code.country', 'm.09c7w0']
['m.01hl40t', 'music.album.genre', 'm.0ggx5q']
['m.034rd', 'people.person.nationality', 'm.02p89zz']
['m.0jwk2zd', 'education.education.student', 'm.054c1']
['m.04yz499', 'military.military_command.military_conflict', 'm.01g0dx']
['m.06308p', 'music.album.genre', 'm.064t9']
['m.059g4', 'location.location.time_zones', 'm.02hczc']
['m.01_d4', 'location.location.contains', 'm.01ky66']
['m.01_6sws', 'location.postal_code.country', 'm.09c7w0']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmkm']
['m.04yv_x3', 'military.military_command.military_conflict', 'm.0247w9']
['m.01_d4', 'base.biblioness.bibs_location.country', 'm.09c7w0']
['m.021_z5', 'music.genre.albums', 'm.0w508xx']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6qrp']
['m.09889g', 'music.artist.album', 'm.01hl45_']
['m.0652zrb', 'people.sibling_relationship.sibling', 'm.01zmpg']
['m.0k0tp0', 'film.performance.film', 'm.07hqvg']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_73_n']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqms5']
['m.01_d4', 'location.location.containedby', 'm.03v0t']
['m.02hczc', 'time.time_zone.locations_in_this_time_zone', 'm.09c7w0']
['m.09r3f', 'base.culturalevent.event.entity_involved', 'm.034rd']
['m.04g36q3', 'education.education.student', 'm.054c1']
['m.09889g', 'people.person.sibling_s', 'm.0652zrb']
['m.021_z5', 'music.genre.albums', 'm.06308p']
['m.0105xc0x', 'film.performance.film', 'm.05f5tq']
['m.03v0t', 'base.biblioness.bibs_location.country', 'm.09c7w0']
['m.02st1p', 'music.album.genre', 'm.06by7']
['m.01_d4', 'location.administrative_division.country', 'm.09c7w0']
['m.07xc_j', 'education.field_of_study.students_majoring', 'm.04g36q3']
['m.059g4', 'location.location.events', 'm.09r3f']
['m.01_6qjr', 'location.postal_code.country', 'm.09c7w0']
['m.03q1lvy', 'location.religion_percentage.religion', 'm.0flw86']
['m.096y7s', 'music.album.artist', 'm.09889g']
['m.09889g', 'music.artist.genre', 'm.064t9']
['m.09c7w0', 'location.location.contains', 'm.0vzm']
['m.04yv_tf', 'military.military_command.military_conflict', 'm.02g1n3']
['m.01l1jx', 'location.location.containedby', 'm.01_d4']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.06_7k']
['m.03v0t', 'location.administrative_division.country', 'm.09c7w0']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6q9q']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.03y4l3']
['m.064xssc', 'military.military_command.military_conflict', 'm.01g0dx']
['m.0y9dxk3', 'film.performance.actor', 'm.09889g']
['m.09889g', 'food.diet_follower.follows_diet', 'm.07_lq']
['m.064t9', 'music.genre.albums', 'm.0jwt60n']
['m.01hgpt', 'military.military_conflict.commanders', 'm.04h_fs5']
['m.04fvgyq', 'military.military_command.military_conflict', 'm.01hgpt']
['m.09889g', 'music.artist.album', 'm.0q8flcq']
['m.01_d4', 'location.location.contains', 'm.01l1jx']
['m.01_6t95', 'location.postal_code.country', 'm.09c7w0']
['m.04g4sbt', 'location.imports_exports_by_industry.industry', 'm.0c_jw']
['m.0v43grl', 'film.performance.film', 'm.0v43grn']
['m.0qdng0g', 'film.performance.film', 'm.02qsfv']
['m.0v43grl', 'film.performance.film', 'm.0djb05y']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.0c7ln']
['m.04ct6p', 'influence.influence_node.influenced_by', 'm.0407f']
['m.09889g', 'music.artist.album', 'm.0vypv96']
['m.012mtk5b', 'music.album.artist', 'm.09889g']
['m.0y9dy_b', 'film.performance.film', 'm.0_cdzjp']
['m.03v0t', 'location.location.contains', 'm.01_d4']
['m.04g4sbz', 'location.imports_exports_by_industry.industry', 'm.09j2d']
['m.059g4', 'location.location.events', 'm.0jnh']
['m.026z9', 'music.genre.albums', 'm.01hl40t']
['m.04yy5qr', 'military.military_command.military_conflict', 'm.07h0q2']
['m.0k0tp0', 'film.performance.film', 'm.036ytw']
['m.01_d4', 'location.location.contains', 'm.0c7ln']
['m.0ypyc5q', 'film.performance.film', 'm.0djb05y']
['m.01_d4', 'location.location.nearby_airports', 'm.04rjc8']
['m.027wj2_', 'time.time_zone.locations_in_this_time_zone', 'm.09c7w0']
['m.0ggx5q', 'music.genre.artists', 'm.01zmpg']
['m.01_6qz6', 'location.postal_code.country', 'm.09c7w0']
['m.02z431v', 'aviation.airport.serves', 'm.01_d4']
['m.054c1', 'people.person.education', 'm.04g36q3']
['m.026qfyq', 'aviation.airport.serves', 'm.01_d4']
['m.01_77x6', 'location.location.containedby', 'm.01_d4']
['m.09c7w0', 'location.location.partially_containedby', 'm.059g4']
['m.01hl444', 'music.album.artist', 'm.09889g']
['m.096y7s', 'music.album.genre', 'm.064t9']
['m.09889g', 'people.person.children', 'm.0598rm4']
['m.01_d4', 'location.location.contains', 'm.0bl8mx']
['m.0djb8gt', 'film.performance.film', 'm.0_cdzjp']
['m.0j17fx_', 'architecture.ownership.structure', 'm.02vlwj']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.0n4_xtw']
['m.09889g', 'music.artist.album', 'm.03jgszc']
['m.09889g', 'music.artist.genre', 'm.026z9']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmg_']
['m.01_d4', 'location.location.nearby_airports', 'm.0d4v7r']
['m.064t9', 'music.genre.parent_genre', 'm.06by7']
['m.027hqc_', 'travel.tourist_attraction.near_travel_destination', 'm.01_d4']
['m.0djb8gt', 'film.performance.film', 'm.07hqvg']
['m.0jnh', 'base.culturalevent.event.entity_involved', 'm.034rd']
['m.0y9dy_b', 'film.performance.film', 'm.065mvrb']
['m.036ytw', 'film.film.sequel', 'm.07hqvg']
['m.0k0tp0', 'film.performance.film', 'm.02qsfv']
['m.03q1lwl', 'location.religion_percentage.religion', 'm.01lp8']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmj9']
['m.0jnh', 'time.event.includes_event', 'm.08knpp']
['m.09889g', 'film.actor.film', 'm.0ypyc5q']
['m.0y9dwry', 'film.performance.film', 'm.07hqvg']
['m.09c7w0', 'base.aareas.schema.administrative_area.administrative_children', 'm.03v0t']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmfg']
['m.0w7m2x9', 'location.location.containedby', 'm.03v0t']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6pp5']
['m.0v43grl', 'film.performance.film', 'm.0v435l3']
['m.04h_fs5', 'military.military_command.military_conflict', 'm.0247w9']
['m.034rd', 'military.military_commander.military_commands', 'm.04yvvkf']
['m.09hxlzp', 'military.military_command.military_conflict', 'm.08knpp']
['m.0y9dxk3', 'film.performance.film', 'm.0_cdzjp']
['m.04yz499', 'military.military_command.military_conflict', 'm.0b364c']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_7140']
['m.03q1lvh', 'location.religion_percentage.religion', 'm.092bf5']
['m.0y9dy4w', 'film.performance.film', 'm.07hqvg']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmgk']
['m.0407f', 'music.artist.genre', 'm.064t9']
['m.04g4sbt', 'location.imports_exports_by_industry.industry', 'm.09j2d']
['m.09889g', 'film.actor.film', 'm.0ypycgr']
['m.0105xc0x', 'film.performance.film', 'm.02qsfv']
['m.0ggx5q', 'music.genre.albums', 'm.01hl3t4']
['m.04g4s90', 'location.imports_exports_by_industry.industry', 'm.03qtf10']
['m.064t9', 'music.genre.albums', 'm.06308p']
['m.04g4s8w', 'location.imports_exports_by_industry.industry', 'm.03q9wp2']
['m.09889g', 'music.artist.album', 'm.0vypv96']
['m.01_6p9s', 'location.postal_code.country', 'm.09c7w0']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.04h9qj']
['m.04yv_tf', 'military.military_command.military_conflict', 'm.07h0q2']
['m.09c7w0', 'base.locations.countries.continent', 'm.059g4']
['m.096y7s', 'music.album.genre', 'm.06j6l']
['m.09889g', 'people.person.education', 'm.0n1cs5l']
['m.01dlzc', 'location.location.containedby', 'm.01_d4']
['m.09889g', 'music.artist.album', 'm.06308p']
['m.03jg4tt', 'music.album.artist', 'm.09889g']
['m.06yxd', 'base.aareas.schema.administrative_area.capital', 'm.0fv_t']
['m.0v41rbr', 'film.performance.film', 'm.0djb05y']
['m.07b_l', 'location.us_state.capital', 'm.0vzm']
['m.0bl8mx', 'location.location.containedby', 'm.01_d4']
['m.09889g', 'music.artist.album', 'm.06_y1fq']
['m.081nh', 'influence.influence_node.influenced', 'm.09889g']
['m.09889g', 'medicine.notable_person_with_medical_condition.condition', 'm.026k8yn']
['m.06by7', 'music.genre.artists', 'm.09889g']
['m.0djb8gt', 'film.performance.film', 'm.065mvrb']
['m.01_795b', 'location.postal_code.country', 'm.09c7w0']
['m.04h_fs5', 'military.military_command.military_conflict', 'm.01hgpt']
['m.0qdng0g', 'film.performance.film', 'm.0v435l3']
['m.09889g', 'music.artist.album', 'm.012mtk5b']
['m.09889g', 'music.artist.album', 'm.01hl4l8']
['m.09889g', 'film.actor.film', 'm.0y9dy_b']
['m.02st0w', 'music.album.genre', 'm.021_z5']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.0j2m3px']
['m.02fqwt', 'time.time_zone.locations_in_this_time_zone', 'm.07b_l']
['m.04yxtkk', 'military.military_command.military_conflict', 'm.02fmsl']
['m.0y4qyrn', 'music.album.artist', 'm.09889g']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6qp4']
['m.01_6r1z', 'location.postal_code.country', 'm.09c7w0']
['m.04yv_x3', 'military.military_command.military_conflict', 'm.06bjm']
['m.04g4sbb', 'location.imports_exports_by_industry.industry', 'm.09j2d']
['m.04yy5qr', 'military.military_command.military_conflict', 'm.0jnh']
['m.0v435l1', 'film.performance.actor', 'm.09889g']
['m.02fmsl', 'military.military_conflict.commanders', 'm.04yv_tf']
['m.09889g', 'music.artist.album', 'm.01hl48b']
['m.01hl4hb', 'music.album.genre', 'm.064t9']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6v6w']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6ps8']
['m.0y9dxk3', 'film.performance.film', 'm.0v43grn']
['m.03q1lwl', 'location.religion_percentage.religion', 'm.03j6c']
['m.0y9dy_b', 'film.performance.film', 'm.02qsfv']
['m.027fwmt', 'film.film.starring', 'm.02vdbk8']
['m.0v43grl', 'film.performance.film', 'm.036ytw']
['m.064xssc', 'military.military_command.military_conflict', 'm.02fmsl']
['m.0652zr5', 'people.sibling_relationship.sibling', 'm.09889g']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6pgd']
['m.034rd', 'people.person.place_of_birth', 'm.0mmyl']
['m.04yvvkf', 'military.military_command.military_conflict', 'm.0b364c']
['m.0w508xx', 'music.album.genre', 'm.021_z5']
['m.09889g', 'people.person.sibling_s', 'm.0nf3l7x']
['m.026z9', 'music.genre.albums', 'm.010klcpt']
['m.09hxlzp', 'military.military_command.military_conflict', 'm.06kd6y']
['m.04h_fs5', 'military.military_command.military_conflict', 'm.08knpp']
['m.09hxlzp', 'military.military_command.military_conflict', 'm.0247w9']
['m.049yn2t', 'military.military_command.military_conflict', 'm.07h0q2']
['m.01_d4', 'location.location.nearby_airports', 'm.08qt9p']
['m.047qwf7', 'music.album.genre', 'm.026z9']
['g.11bbxlkxxc', 'music.album.genre', 'm.064t9']
['m.01zmpg', 'people.person.nationality', 'm.09c7w0']
['m.04yy5qr', 'military.military_command.military_conflict', 'm.09r3f']
['m.09hxlzp', 'military.military_command.military_conflict', 'm.014pd3']
['m.0qdng0g', 'film.performance.film', 'm.0v43grn']
['m.09889g', 'music.artist.album', 'm.0q8flcq']
['m.049yn2t', 'military.military_command.military_conflict', 'm.01hgpt']
['m.04fvgyq', 'military.military_command.military_conflict', 'm.06bjm']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmlh']
['m.01_78wb', 'location.postal_code.country', 'm.09c7w0']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6pmb']
['m.06_y1fq', 'music.album.genre', 'm.026z9']
['m.04g4s8w', 'location.imports_exports_by_industry.industry', 'm.015smg']
['m.01_6pxw', 'location.location.containedby', 'm.03v0t']
['m.0ypyc5q', 'film.performance.film', 'm.065mvrb']
['m.0mmyl', 'location.location.containedby', 'm.09c7w0']
['m.05bt6j', 'music.genre.albums', 'm.02srz6']
['m.04yxtkk', 'military.military_command.military_conflict', 'm.06kd6y']
['m.06by7', 'music.genre.subgenre', 'm.064t9']
['m.04yvvkf', 'military.military_command.military_conflict', 'm.01g0dx']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6t1b']
['m.0jnh', 'time.event.locations', 'm.059g4']
['m.064t9', 'music.genre.parent_genre', 'm.06j6l']
['m.09kkmyf', 'people.sibling_relationship.sibling', 'm.09889g']
['m.059g4', 'location.location.time_zones', 'm.02hcv8']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_75zb']
['m.021_z5', 'music.genre.artists', 'm.01zmpg']
['m.09889g', 'people.person.children', 'm.0598rmb']
['m.01_d4', 'location.location.contains', 'm.025v4fb']
['m.06by7', 'music.genre.albums', 'm.06308p']
['m.059g4', 'location.location.contains_major_portion_of', 'm.09c7w0']
['m.0w7m2x9', 'travel.tourist_attraction.near_travel_destination', 'm.01_d4']
['m.049xrhp', 'military.military_command.military_conflict', 'm.0247w9']
['m.04yz499', 'military.military_command.military_conflict', 'm.02fmsl']
['m.0v435l1', 'film.performance.film', 'm.0djb05y']
['m.0qdng0g', 'film.performance.actor', 'm.09889g']
['m.0qdng0g', 'film.performance.film', 'm.05f5tq']
['m.0vzm', 'base.biblioness.bibs_location.state', 'm.07b_l']
['m.02vdbk8', 'film.performance.film', 'm.0_cdzjp']
['m.04yv_tf', 'military.military_command.military_conflict', 'm.014pd3']
['m.09889g', 'film.actor.film', 'm.0djb8gt']
['m.0jnh', 'time.event.includes_event', 'm.01g0dx']
['m.054c1', 'people.person.education', 'm.0jwk2zd']
['m.01hl3jm', 'music.album.genre', 'm.0ggx5q']
['m.02jw0z', 'location.location.containedby', 'm.03v0t']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6s_6']
['m.01_6r82', 'location.postal_code.country', 'm.09c7w0']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6r1z']
['m.0gs227r', 'location.postal_code.country', 'm.09c7w0']
['m.0ggx5q', 'music.genre.albums', 'm.06308p']
['m.02lcrv', 'time.time_zone.locations_in_this_time_zone', 'm.09c7w0']
['m.09c7w0', 'location.country.administrative_divisions', 'm.03v0t']
['m.0v41rbr', 'film.performance.film', 'm.065mvrb']
['m.01_6pvy', 'location.postal_code.country', 'm.09c7w0']
['m.04yv_x3', 'military.military_command.military_conflict', 'm.0b364c']
['m.04h_fs5', 'military.military_command.military_conflict', 'm.01g0dx']
['m.09c7w0', 'location.location.time_zones', 'm.027wj2_']
['m.07nqmkd', 'location.postal_code.country', 'm.09c7w0']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmkm']
['m.04yv_tf', 'military.military_command.military_conflict', 'm.06kd6y']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmhf']
['m.0gs227r', 'location.location.containedby', 'm.09c7w0']
['m.06kd6y', 'military.military_conflict.commanders', 'm.04yxtkk']
['m.03q1lvh', 'location.religion_percentage.religion', 'm.03_gx']
['m.09889g', 'music.artist.album', 'm.01n7xgt']
['m.09sh942', 'location.postal_code.country', 'm.09c7w0']
['m.02vdbk8', 'film.performance.film', 'm.036ytw']
['m.0b364c', 'base.culturalevent.event.entity_involved', 'm.09c7w0']
['m.0105xc0x', 'film.performance.film', 'm.0djb05y']
['m.09889g', 'music.artist.album', 'm.0w508xx']
['m.04yv_x3', 'military.military_command.military_conflict', 'm.07h0q2']
['m.01hl3jm', 'music.album.genre', 'm.06by7']
['m.04yv_x3', 'military.military_command.military_conflict', 'm.08knpp']
['m.01zmpg', 'music.artist.genre', 'm.021_z5']
['m.04g4s8w', 'location.imports_exports_by_industry.industry', 'm.03q9wp2']
['m.09c7w0', 'location.statistical_region.religions', 'm.03q1lvq']
['m.0y9dxk3', 'film.performance.film', 'm.031t2d']
['m.09889g', 'music.artist.genre', 'm.026z9']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6p6k']
['m.09889g', 'film.actor.film', 'm.0qdng0g']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6smy']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmj2']
['m.010klcpt', 'music.album.genre', 'm.026z9']
['m.07hqvg', 'film.film.starring', 'm.0v41rbr']
['m.0y9dwry', 'film.performance.film', 'm.065mvrb']
['m.064t9', 'music.genre.albums', 'm.01hl444']
['g.11bbxlkxxc', 'music.album.genre', 'm.0ggx5q']
['m.09889g', 'music.artist.album', 'g.11bbxlkxxc']
['m.02jw0z', 'location.location.containedby', 'm.09c7w0']
['m.01hl40t', 'music.album.genre', 'm.064t9']
['m.08knpp', 'military.military_conflict.commanders', 'm.04yykw2']
['m.04g4sb5', 'location.imports_exports_by_industry.industry', 'm.0c_jw']
['m.064xssc', 'military.military_command.military_conflict', 'm.06bjm']
['m.01_d4', 'location.location.contains', 'm.02jw0z']
['m.06j6l', 'music.genre.albums', 'm.02st0w']
['m.07nqmlq', 'location.postal_code.country', 'm.09c7w0']
['m.09c7w0', 'location.location.contains', 'm.01_77x6']
['m.09c7w0', 'location.location.time_zones', 'm.02fqwt']
['m.09889g', 'music.artist.album', 'm.0g6_q__']
['m.09c7w0', 'location.location.time_zones', 'm.042g7t']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_77qt']
['m.04yy5qr', 'military.military_command.military_conflict', 'm.01g0dx']
['m.0qdng0g', 'film.performance.film', 'm.02qsfv']
['m.09889g', 'people.person.sibling_s', 'm.0652zrb']
['m.09889g', 'music.artist.album', 'm.01hl4hb']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.01dlzc']
['m.03_gx', 'religion.religion.branched_into', 'm.01lp8']
['m.04yvvkf', 'military.military_command.military_conflict', 'm.01hgpt']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmgs']
['m.04g36q3', 'education.education.institution', 'm.0bx8pn']
['m.01hl45_', 'base.danceporn.video.dancer', 'm.09889g']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6pp5']
['m.09889g', 'music.artist.album', 'm.06_y1fq']
['m.04fvgyq', 'military.military_command.military_conflict', 'm.0b364c']
['m.02vdbk8', 'film.performance.film', 'm.07hqvg']
['m.02vjzr', 'music.genre.artists', 'm.09889g']
['m.03q1lvq', 'location.religion_percentage.religion', 'm.01lp8']
['m.0k0tp0', 'film.performance.film', 'm.0v43grn']
['m.01_78nm', 'location.postal_code.country', 'm.09c7w0']
['m.034rd', 'people.person.place_of_birth', 'm.0mmyl']
['m.0ypyc5q', 'film.performance.actor', 'm.09889g']
['m.064t9', 'music.genre.albums', 'm.02st1p']
['m.09889g', 'film.actor.film', 'm.0v41rbr']
['m.04yv_tf', 'military.military_command.military_conflict', 'm.02fmsl']
['m.065qbyj', 'people.person.parents', 'm.09889g']
['m.09c7w0', 'location.statistical_region.religions', 'm.03q1lvh']
['m.04fvgyq', 'military.military_command.military_conflict', 'm.09r3f']
['m.064xssc', 'military.military_command.military_conflict', 'm.02g1n3']
['m.01_d4', 'location.location.contains', 'm.02rvwrv']
['m.0b28z', 'location.location.containedby', 'm.01_d4']
['m.06yxd', 'base.aareas.schema.administrative_area.administrative_parent', 'm.09c7w0']
['m.09889g', 'music.artist.album', 'm.01hl444']
['m.09889g', 'music.artist.genre', 'm.02vjzr']
['m.09c7w0', 'location.location.contains', 'm.02z431v']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmg_']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_795b']
['m.0y9dxk3', 'film.performance.film', 'm.02qsfv']
['m.02h7cgv', 'sports.sports_league_draft_pick.school', 'm.0bx8pn']
['m.034rd', 'medicine.notable_person_with_medical_condition.condition', 'm.06vr2']
['m.0407f', 'influence.influence_node.influenced', 'm.09889g']
['m.0y9dy_b', 'film.performance.film', 'm.07hqvg']
['m.064xssc', 'military.military_command.military_conflict', 'm.014pd3']
['m.0ypyc5q', 'film.performance.film', 'm.07hqvg']
['m.04yz499', 'military.military_command.military_conflict', 'm.06kd6y']
['m.05bt6j', 'music.genre.albums', 'm.096y7s']
['m.01_73_n', 'location.postal_code.country', 'm.09c7w0']
['m.04g4sb5', 'location.imports_exports_by_industry.industry', 'm.015smg']
['m.03q1lw4', 'location.religion_percentage.religion', 'm.01lp8']
['m.07b_l', 'base.aareas.schema.administrative_area.administrative_parent', 'm.09c7w0']
['m.06_y1fq', 'music.album.genre', 'm.06by7']
['m.025v4fb', 'travel.tourist_attraction.near_travel_destination', 'm.01_d4']
['m.06by7', 'music.genre.albums', 'm.01hl4hb']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6v4j']
['m.07hqvg', 'film.film.starring', 'm.0y9dy4w']
['m.01_d4', 'location.citytown.postal_codes', 'm.07nqmkd']
['m.0d9wz', 'location.location.containedby', 'm.03v0t']
['m.0ngxnpl', 'film.performance.film', 'm.0_cdzjp']
['m.06yxd', 'location.location.contains', 'm.0fv_t']
['m.09889g', 'music.artist.album', 'm.02st1p']
['m.09889g', 'music.artist.album', 'm.01n7xgt']
['m.03v0t', 'location.location.time_zones', 'm.02fqwt']
['m.06j6l', 'music.genre.artists', 'm.01zmpg']
['m.034rd', 'medicine.notable_person_with_medical_condition.condition', 'm.0542n']
['m.034rd', 'military.military_commander.military_commands', 'm.04yykw2']
['m.054c1', 'people.person.education', 'm.04g36q3']
['m.09889g', 'music.artist.album', 'm.010klcpt']
['m.01_d4', 'location.location.contains', 'm.01dlzc']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6rfw']
['m.01_d4', 'location.location.contains', 'm.09sh942']
['m.01_6ps8', 'location.location.contains', 'm.0b28z']
['m.01_d4', 'location.location.contains', 'm.06_7k']
['m.01_d4', 'travel.travel_destination.tourist_attractions', 'm.0d9wz']
['m.01_d4', 'location.citytown.postal_codes', 'm.01_6t95']
['m.0k0tp0', 'film.performance.film', 'm.0_cdzjp']
['m.065rklh', 'location.postal_code.country', 'm.09c7w0']
['m.06w81qp', 'music.album.genre', 'm.06j6l']
['m.09c7w0', 'location.location.contains', 'm.0fv_t']
['m.01hl3t4', 'music.album.genre', 'm.064t9']
['m.02lkt', 'music.genre.artists', 'm.09889g']
['m.04g4s8q', 'location.imports_exports_by_industry.industry', 'm.03qtd_n']
